arch,pretrained,family,aro::VG_Relation,aro::VG_Attribute,aro::Flickr30k_Order,aro::COCO_Order,colorswap::text,colorswap::image,colorswap::group,crepe::atom,crepe::swap,crepe::negate,eqben::eqbenyoucook2::text,eqben::eqbenyoucook2::image,eqben::eqbenyoucook2::group,eqben::eqbengebc::text,eqben::eqbengebc::image,eqben::eqbengebc::group,eqben::eqbenag::text,eqben::eqbenag::image,eqben::eqbenag::group,eqben::eqbenkubric_loc::text,eqben::eqbenkubric_loc::image,eqben::eqbenkubric_loc::group,eqben::eqbenkubric_cnt::text,eqben::eqbenkubric_cnt::image,eqben::eqbenkubric_cnt::group,eqben::eqbenkubric_attr::text,eqben::eqbenkubric_attr::image,eqben::eqbenkubric_attr::group,eqben::eqbensd::text,eqben::eqbensd::image,eqben::eqbensd::group,imagecode::videos,imagecode::static,mmvp_vlm::Orientation and Direction::text,mmvp_vlm::Orientation and Direction::image,mmvp_vlm::Orientation and Direction::group,mmvp_vlm::Presence of Specific Features::text,mmvp_vlm::Presence of Specific Features::image,mmvp_vlm::Presence of Specific Features::group,mmvp_vlm::State and Condition::text,mmvp_vlm::State and Condition::image,mmvp_vlm::State and Condition::group,mmvp_vlm::Quantity and Count::text,mmvp_vlm::Quantity and Count::image,mmvp_vlm::Quantity and Count::group,mmvp_vlm::Positional and Relational Context::text,mmvp_vlm::Positional and Relational Context::image,mmvp_vlm::Positional and Relational Context::group,mmvp_vlm::Color and Appearance::text,mmvp_vlm::Color and Appearance::image,mmvp_vlm::Color and Appearance::group,mmvp_vlm::Structural Characteristics::text,mmvp_vlm::Structural Characteristics::image,mmvp_vlm::Structural Characteristics::group,mmvp_vlm::Texts::text,mmvp_vlm::Texts::image,mmvp_vlm::Texts::group,mmvp_vlm::Viewpoint and Perspective::text,mmvp_vlm::Viewpoint and Perspective::image,mmvp_vlm::Viewpoint and Perspective::group,sugarcrepe::replace_obj,sugarcrepe::replace_att,sugarcrepe::replace_rel,sugarcrepe::swap_obj,sugarcrepe::swap_att,sugarcrepe::add_obj,sugarcrepe::add_att,svo_probes::subj_neg,svo_probes::verb_neg,svo_probes::obj_neg,valse::existence,valse::plurals,valse::counting-hard,valse::counting-small-quant,valse::counting-adversarial,valse::relations,valse::action-replacement,valse::actant-swap,valse::coreference-standard,valse::coreference-hard,valse::foil-it,vl_checklist::Object_Location_center,vl_checklist::Object_Location_margin,vl_checklist::Object_Location_mid,vl_checklist::Object_Size_large,vl_checklist::Object_Size_medium,vl_checklist::Object_Size_small,vl_checklist::Attribute_action,vl_checklist::Attribute_color,vl_checklist::Attribute_material,vl_checklist::Attribute_size,vl_checklist::Attribute_state,vl_checklist::Relation_action,vl_checklist::Relation_spatial,whatsup::WhatsUp_A,whatsup::WhatsUp_B,whatsup::COCO_QA_ONE,whatsup::COCO_QA_TWO,whatsup::VG_QA_ONE,whatsup::VG_QA_TWO,winoground::text,winoground::image,winoground::group,coco_karpathy::i2t/R@1,coco_karpathy::i2t/R@5,coco_karpathy::i2t/R@10,coco_karpathy::t2i/R@1,coco_karpathy::t2i/R@5,coco_karpathy::t2i/R@10,flickr30k::i2t/R@1,flickr30k::i2t/R@5,flickr30k::i2t/R@10,flickr30k::t2i/R@1,flickr30k::t2i/R@5,flickr30k::t2i/R@10,elevator::caltech101,elevator::cifar10,elevator::cifar100,elevator::country211,elevator::dtd,elevator::eurosat-clip,elevator::fer2013,elevator::fgvc-aircraft-2013b,elevator::flower102,elevator::food101,elevator::gtsrb,elevator::hateful-memes,elevator::imagenet-1k,elevator::kitti-distance,elevator::mnist,elevator::oxford-iiit-pets,elevator::patchcamelyon,elevator::rendered-sst2,elevator::resisc45-clip,elevator::stanfordcar,elevator::voc2007classification
ViT-L-14-quickgelu,metaclip_400m,OpenCLIP,44.64510506112216,57.742002222553225,31.52,25.42582966813275,39.0,19.0,13.666666666666666,19.84970053113346,14.449696151249155,12.650985378258106,67.61543327008222,64.13007917293724,54.02298850574713,15.87651598676957,22.32635060639471,7.0011025358324135,18.862318248652183,12.291700702499591,4.7633148178402225,7.3999999999999995,4.05,1.05,27.950000000000003,23.799999999999997,10.15,39.85,39.6,20.599999999999998,93.25842696629213,89.0284203569068,84.66622604097819,16.826923076923077,63.95348837209303,13.333333333333334,20.0,13.333333333333334,20.0,20.0,6.666666666666667,46.666666666666664,53.333333333333336,40.0,26.666666666666668,13.333333333333334,13.333333333333334,13.333333333333334,0.0,0.0,60.0,46.666666666666664,40.0,40.0,40.0,26.666666666666668,20.0,20.0,6.666666666666667,26.666666666666668,33.33333333333333,20.0,94.67312348668281,81.34517766497463,68.42105263157895,61.63265306122449,65.16516516516516,88.45780795344325,78.61271676300578,88.49248927038627,83.84973748428604,90.75544695581348,69.9009900990099,67.21504112808461,62.21198156682027,66.88888888888889,53.40086830680174,57.009345794392516,87.19135802469135,59.957850368809275,51.55367231638418,56.730769230769226,92.04665959703075,88.01666666666665,76.06474300110665,83.84292452830188,87.60833333333333,81.5337054009098,76.65665584415585,72.25,71.1,70.04999999999998,59.75,67.79086078639745,68.9,52.800000000000004,30.339805825242717,29.166666666666668,42.590120160213615,48.86363636363637,48.189655172413794,47.766323024054984,32.25,15.5,10.75,60.02,82.92,89.36,43.834466213514595,68.62455017992802,77.82886845261895,86.2,98.1,99.6,73.42,92.3,95.76,94.44483272510618,95.46,77.39,30.87203791469194,62.287234042553195,60.64000000000001,40.73558094176651,40.009803921568626,76.51793934295905,90.73663366336633,47.52969121140143,56.20649373509785,76.19,24.050632911392405,61.739999999999995,93.70001925723327,65.3167724609375,65.56836902800659,71.56349206349206,84.80288521328193,83.77862431310173
ViT-B-16,laion2b_s34b_b88k,OpenCLIP,39.702501603242204,62.27182385418281,36.04,30.927628948420633,47.333333333333336,23.666666666666668,19.333333333333332,18.44276189399932,13.301823092505064,13.130670981910653,59.320813976313545,57.38184038910335,45.68256668629632,12.679162072767364,19.239250275633957,5.898566703417861,13.992301094592388,10.859643032184284,3.6539168436529974,6.75,3.25,0.7000000000000001,33.5,28.000000000000004,15.5,46.650000000000006,49.45,29.599999999999998,92.66358228684733,91.4738929279577,86.51685393258427,15.651709401709402,62.32558139534884,20.0,6.666666666666667,6.666666666666667,20.0,6.666666666666667,6.666666666666667,53.333333333333336,40.0,40.0,6.666666666666667,13.333333333333334,6.666666666666667,26.666666666666668,6.666666666666667,0.0,73.33333333333333,60.0,53.333333333333336,33.33333333333333,20.0,13.333333333333334,13.333333333333334,20.0,0.0,53.333333333333336,20.0,13.333333333333334,96.12590799031477,85.0253807106599,71.12375533428164,64.89795918367346,67.71771771771772,89.28225024248303,81.79190751445087,89.24356223175965,83.59831398358352,92.8935043779271,71.28712871287128,66.50998824911868,61.05990783410138,65.22222222222223,57.01881331403763,57.570093457943926,81.79012345679013,60.273972602739725,53.10734463276836,53.84615384615385,91.51643690349947,87.13333333333333,72.79336547291092,83.55628930817609,86.68333333333334,78.59109716095863,72.26697330447331,72.6,69.80000000000001,66.0,59.400000000000006,67.13161530286929,66.2,47.0,27.669902912621357,29.901960784313726,46.10591900311526,45.22727272727273,46.89655172413793,49.48453608247423,27.750000000000004,10.75,8.25,59.46,81.8,88.62,42.34306277489004,67.74090363854458,77.03718512594962,86.2,98.0,99.5,69.8,90.4,94.56,92.72939880639053,94.94,76.92,20.28909952606635,56.59574468085107,55.04,52.27082752855948,27.009803921568626,70.78212417508695,86.62970297029703,48.28978622327791,52.49075866924837,70.224,17.158931082981717,65.79,90.25916112487575,50.5462646484375,59.472817133443165,67.5952380952381,88.43427434398706,84.44607890164681
RN50,openai,OpenCLIP,63.62205739609312,64.97532850413411,65.36,57.2530987604958,42.0,22.0,16.0,19.499378460843033,17.5286968264686,35.34647171010808,47.80038823093197,48.12536805600995,34.1446923597025,11.13561190738699,18.136714443219404,3.7486218302094816,16.778814736154224,10.714650383924196,4.281877961117464,8.6,8.25,1.8499999999999999,20.9,17.5,6.800000000000001,41.699999999999996,42.1,24.4,90.21810971579643,86.18638466622605,80.03965631196299,16.23931623931624,47.906976744186046,6.666666666666667,13.333333333333334,0.0,0.0,6.666666666666667,0.0,26.666666666666668,33.33333333333333,20.0,13.333333333333334,0.0,0.0,20.0,0.0,0.0,60.0,40.0,26.666666666666668,13.333333333333334,20.0,0.0,26.666666666666668,6.666666666666667,0.0,26.666666666666668,13.333333333333334,13.333333333333334,91.76755447941889,80.58375634517766,69.91465149359887,62.04081632653061,68.46846846846847,74.49078564500485,69.79768786127167,83.79828326180258,79.35369370701767,87.98615353288535,63.56435643564357,55.346650998824906,63.594470046082954,62.77777777777778,65.26772793053546,63.925233644859816,77.31481481481481,69.75763962065332,51.12994350282486,44.230769230769226,88.12301166489925,87.34166666666665,74.03979715570625,84.38301886792453,87.18333333333332,80.35005739609595,75.43362193362192,71.55,65.95,69.8,61.9,66.7566950053135,71.16666666666667,49.0,27.427184466019416,28.676470588235293,43.524699599465954,47.5,46.206896551724135,52.57731958762887,26.0,11.25,8.5,48.86,72.86,82.14,28.524590163934427,52.982806877249104,64.60615753698521,80.0,95.0,97.9,57.3,83.16,90.02,83.95656850370622,71.59,41.94,15.42654028436019,41.43617021276596,38.86,30.872109222624687,17.058823529411764,65.4606912628935,80.82376237623762,35.08313539192399,58.61164007617098,59.830000000000005,16.877637130801688,57.620000000000005,85.46265569016309,61.370849609375,56.23283909939594,53.79365079365079,54.54545454545454,81.5961030178252
Prompts-ViT-B-32,in21k_yfcc14m_gcc15m,DIME-FM,63.31294086105678,63.02862692706323,55.08,47.46901239504198,37.666666666666664,15.666666666666668,11.0,19.894903378912872,16.299797434166106,25.382881581228688,52.031669174900216,52.47442692316081,38.600623786778336,11.907386990077178,17.30981256890849,4.796030871003308,15.361052115667375,10.500735173991178,4.162922725044927,5.8500000000000005,4.6,0.5499999999999999,16.6,16.0,4.9,37.2,38.35,20.4,90.35029742233972,90.28420356906808,83.47653668208856,16.45299145299145,53.25581395348837,6.666666666666667,20.0,0.0,20.0,40.0,13.333333333333334,33.33333333333333,33.33333333333333,13.333333333333334,13.333333333333334,6.666666666666667,6.666666666666667,20.0,13.333333333333334,13.333333333333334,53.333333333333336,66.66666666666666,40.0,33.33333333333333,20.0,13.333333333333334,26.666666666666668,13.333333333333334,13.333333333333334,33.33333333333333,40.0,26.666666666666668,89.95157384987893,77.53807106598984,65.71834992887624,57.14285714285714,59.30930930930931,73.76333656644036,70.23121387283237,87.31223175965665,81.69784811062634,91.04052127876197,67.72277227722773,55.81668625146886,60.71428571428571,64.0,64.10998552821997,58.13084112149532,80.70987654320987,68.70389884088515,53.954802259887,58.65384615384615,88.97136797454931,87.63333333333333,75.22867250594523,83.93962264150942,87.45,80.03981855881325,74.99850889850889,71.80000000000001,69.05,69.15,62.4,69.18804463336875,71.43333333333334,51.6,25.970873786407765,25.49019607843137,51.1793502447708,47.72727272727273,46.89655172413793,51.890034364261176,27.0,13.25,9.5,46.92,71.76,81.04,33.18272690923631,58.384646141543385,69.16833266693322,76.9,94.3,98.0,61.52,84.82,90.52,90.81128368721909,95.62,79.3,19.298578199052134,54.25531914893617,56.92,41.09779882975759,26.298573975044558,76.943088225937,82.04356435643564,29.144893111638954,54.48304555856043,66.572,14.627285513361462,37.76,89.02686213309902,53.0914306640625,51.949478308621636,61.17857142857142,61.16154707125979,83.39256814713335
ViT-B-16,dfn2b,OpenCLIP,33.11974815250827,57.45249071671183,22.54,18.824470211915234,56.99999999999999,32.0,23.333333333333332,16.747655102271445,12.707629979743418,9.356758943535803,64.93707605400336,63.11806146262732,52.374097581190426,11.962513781697904,19.349503858875412,5.126791620727674,14.576866525077603,10.414964875020422,3.774403692207156,9.0,3.65,1.05,40.400000000000006,28.799999999999997,16.900000000000002,54.75,50.64999999999999,34.0,92.86186384666226,88.10310641110377,83.93919365499009,16.506410256410255,66.74418604651163,33.33333333333333,20.0,13.333333333333334,33.33333333333333,6.666666666666667,0.0,66.66666666666666,46.666666666666664,33.33333333333333,40.0,26.666666666666668,26.666666666666668,26.666666666666668,6.666666666666667,6.666666666666667,66.66666666666666,73.33333333333333,66.66666666666666,53.333333333333336,26.666666666666668,26.666666666666668,33.33333333333333,33.33333333333333,13.333333333333334,26.666666666666668,46.666666666666664,20.0,95.09685230024213,85.91370558375635,69.06116642958749,63.26530612244898,67.56756756756756,89.2337536372454,78.03468208092485,88.22424892703863,82.63698883383864,92.2622683771126,74.25742574257426,66.74500587544065,64.74654377880185,68.88888888888889,57.88712011577424,59.25233644859813,78.39506172839506,52.160168598524756,58.05084745762712,48.07692307692308,90.34994697773064,87.33333333333333,71.3678539473994,83.11729559748427,87.00833333333333,78.5740707033669,70.45624098124098,67.45,69.25,64.5,56.85,62.421891604675864,59.9,39.7,26.941747572815533,26.96078431372549,42.14508233199822,50.68181818181819,43.62068965517241,50.85910652920962,33.0,12.5,10.0,60.42,83.06,89.44,43.38664534186326,69.23230707716914,78.79648140743703,85.5,97.8,98.6,69.1,89.82,94.06,93.87992527208783,96.72,83.53,19.55450236966825,57.71276595744681,55.900000000000006,34.99582056283087,24.851158645276293,82.34057269295708,91.31089108910892,47.01504354711006,54.96471491894833,76.25,19.268635724331926,78.17,93.80279295109433,56.060791015625,48.65458539264141,65.82936507936508,90.7598557393359,84.45669894553791
ViT-B-32-quickgelu,laion400m_e32,OpenCLIP,48.344688377826834,60.16327155921217,42.5,38.63254698120752,54.666666666666664,24.666666666666668,20.333333333333332,16.651599050740195,13.12626603646185,20.32017569207652,55.248751335906995,52.89101179960305,41.01943335732513,11.57662624035281,17.916207276736493,4.796030871003308,15.227291292272504,10.385353700375756,3.6130738441431136,8.25,5.55,1.05,33.1,23.65,13.350000000000001,48.0,48.75,30.45,90.87904824851289,91.07732980832782,85.12888301387972,15.81196581196581,60.46511627906976,33.33333333333333,13.333333333333334,6.666666666666667,20.0,0.0,0.0,46.666666666666664,26.666666666666668,13.333333333333334,26.666666666666668,26.666666666666668,13.333333333333334,33.33333333333333,0.0,0.0,60.0,60.0,46.666666666666664,46.666666666666664,33.33333333333333,33.33333333333333,26.666666666666668,33.33333333333333,6.666666666666667,40.0,33.33333333333333,20.0,91.70702179176754,82.23350253807106,67.28307254623044,60.40816326530612,69.36936936936937,81.91076624636275,78.61271676300578,87.63412017167383,82.90320195222954,92.34371818366931,65.54455445544555,64.04230317273796,61.05990783410138,65.77777777777779,54.848046309696095,62.616822429906534,79.32098765432099,60.168598524762906,47.03389830508475,51.92307692307693,87.0625662778367,85.875,69.50207141343505,81.487893081761,85.25,76.07110787631387,69.39680735930735,68.65,69.80000000000001,66.2,57.7,64.69383634431455,62.70000000000001,48.0,27.9126213592233,27.696078431372552,48.954161103693814,50.90909090909091,47.241379310344826,52.57731958762887,28.999999999999996,11.0,6.5,52.6,76.74,84.64,35.30987604958017,60.911635345861654,71.65533786485406,78.7,94.1,97.0,61.72,85.5,90.86,90.05491077697901,90.74,70.6,14.75829383886256,54.41489361702128,51.62,42.295904151574256,16.605169340463462,66.00117360245686,80.85544554455446,41.979414093428346,52.946824342705355,62.94,28.83263009845288,37.44,86.53129946900528,50.1251220703125,52.27896760021966,57.56349206349206,79.29362019649298,82.21438786783993
ViT-B-32-quickgelu,metaclip_fullcc,OpenCLIP,49.29217484231163,59.964324080285586,37.78,32.638944422231106,51.33333333333333,21.0,17.666666666666668,17.69126454966663,13.62592842673869,12.847483095416981,64.86291958385134,60.435342101245396,50.38714039564658,13.947078280044101,20.61742006615215,6.339581036383682,16.944228884169256,13.060059630779284,4.785267930076785,8.0,5.25,1.0999999999999999,29.849999999999998,20.599999999999998,9.1,42.5,44.800000000000004,25.0,89.82154659616656,87.70654329147389,81.03106411103768,16.45299145299145,62.558139534883715,33.33333333333333,6.666666666666667,0.0,20.0,13.333333333333334,6.666666666666667,53.333333333333336,46.666666666666664,40.0,13.333333333333334,6.666666666666667,6.666666666666667,20.0,13.333333333333334,13.333333333333334,60.0,66.66666666666666,40.0,40.0,40.0,26.666666666666668,20.0,20.0,6.666666666666667,26.666666666666668,26.666666666666668,13.333333333333334,93.15980629539952,81.7258883248731,67.63869132290185,59.183673469387756,66.36636636636636,85.69350145489815,79.62427745664739,86.48068669527898,81.8235598609776,91.34595805334962,75.44554455445545,67.56756756756756,63.36405529953917,64.66666666666666,55.42691751085383,62.24299065420561,84.41358024691358,58.16649104320337,53.954802259887,51.92307692307693,88.01696712619301,87.04166666666667,71.70706835252288,81.88867924528302,85.80833333333334,79.1484703344594,72.49387926887927,72.5,71.5,67.2,58.7,65.42189160467586,64.39999999999999,43.7,29.126213592233007,27.941176470588236,48.64263462394304,47.95454545454545,47.32758620689655,46.391752577319586,30.0,12.0,8.75,55.26,78.88,86.52,38.096761295481805,64.09036385445822,74.28228708516593,80.8,95.2,97.3,64.98,87.7,92.72,92.3159443427213,95.17,77.69,17.658767772511847,58.88297872340426,51.080000000000005,47.5619949846754,26.959893048128347,69.71921945761451,83.07722772277228,39.24782264449723,53.8589556896193,67.646,18.70604781997187,42.66,90.86837292614958,49.9908447265625,53.102690829214716,65.97619047619048,77.39087178211665,82.92996271000924
ViT-B-16-quickgelu,metaclip_fullcc,OpenCLIP,40.84547302543123,58.33943666207199,37.059999999999995,29.94002399040384,43.666666666666664,26.0,18.666666666666668,17.239236071872526,13.207292370020257,9.15448188175461,66.64485594015137,63.73748609566184,53.279242731575394,14.939360529217199,21.1135611907387,6.504961411245866,15.196659042640093,10.888743669335076,3.446128083646463,7.35,5.35,0.8999999999999999,36.9,23.549999999999997,12.7,43.3,49.0,26.75,92.53139458030402,90.6146728354263,86.1202908129544,16.826923076923077,63.95348837209303,26.666666666666668,13.333333333333334,6.666666666666667,33.33333333333333,6.666666666666667,6.666666666666667,53.333333333333336,33.33333333333333,33.33333333333333,20.0,13.333333333333334,13.333333333333334,20.0,13.333333333333334,0.0,80.0,60.0,46.666666666666664,53.333333333333336,33.33333333333333,20.0,26.666666666666668,6.666666666666667,6.666666666666667,53.333333333333336,40.0,26.666666666666668,94.30992736077482,82.10659898477158,66.71408250355618,60.0,62.91291291291291,87.6333656644035,78.61271676300578,87.5804721030043,82.38556533313613,90.65363469761759,75.04950495049505,67.45005875440658,60.023041474654384,64.22222222222223,57.3082489146165,60.747663551401864,84.25925925925925,59.74710221285564,50.42372881355932,45.19230769230769,90.56203605514315,87.3,72.99740057921876,83.1559748427673,86.75833333333333,80.5300637429177,73.07617845117845,71.35,70.14999999999999,66.05000000000001,60.3,65.92205100956429,64.0,42.4,30.097087378640776,27.941176470588236,49.88874054294615,47.27272727272727,46.98275862068966,56.013745704467354,30.0,10.25,8.5,59.36,80.58,87.86,41.38344662135146,67.21311475409836,76.96921231507397,85.5,97.4,98.9,70.72,90.82,94.54,92.6653425110037,95.72,78.95,22.696682464454977,62.02127659574468,51.25999999999999,44.24630816383394,30.557040998217467,73.98789854606962,88.8039603960396,46.60332541567696,57.19943671888752,72.122,18.424753867791843,66.13,91.66809761527703,50.47607421875,59.03349807797913,69.93253968253968,83.02449944036812,84.54858558152539
CLIP_ViT-B-16,synreal256m,Scaling,50.21492388734362,60.969773948495614,46.44,37.84886045581767,44.666666666666664,22.333333333333332,14.666666666666666,16.82676008588541,12.478055367994598,24.365716927700397,56.0622914349277,54.275992933324616,42.29754193112172,11.57662624035281,17.144432194046306,4.630650496141125,11.568779611174644,10.145401078255187,2.582298644012416,6.950000000000001,4.6,0.7000000000000001,39.0,22.7,14.35,52.15,54.449999999999996,34.449999999999996,93.65499008592201,94.84467944481163,89.95373430270985,15.81196581196581,60.93023255813953,13.333333333333334,13.333333333333334,0.0,26.666666666666668,0.0,0.0,33.33333333333333,33.33333333333333,20.0,13.333333333333334,13.333333333333334,13.333333333333334,40.0,20.0,20.0,66.66666666666666,66.66666666666666,60.0,33.33333333333333,20.0,20.0,20.0,13.333333333333334,6.666666666666667,26.666666666666668,26.666666666666668,13.333333333333334,93.22033898305084,83.3756345177665,64.58036984352773,60.40816326530612,63.96396396396396,83.4141610087294,76.73410404624278,89.56545064377683,82.82185905494343,92.16045611891673,68.51485148514853,64.6298472385429,63.824884792626726,66.55555555555556,56.150506512301014,60.93457943925233,78.5493827160494,60.06322444678609,48.58757062146893,44.230769230769226,90.13785790031812,87.81666666666666,72.52677238586328,83.90172955974843,87.2,79.91352564354325,71.40279581529582,68.19999999999999,60.65,63.2,57.800000000000004,64.32189160467587,65.9,47.0,25.728155339805824,31.127450980392158,45.83889630618603,51.36363636363637,45.43103448275862,50.85910652920962,27.500000000000004,10.75,6.25,56.48,80.06,87.06,38.09276289484206,63.77049180327869,73.72251099560177,85.6,96.7,98.6,66.6,88.08,93.0,90.94979950483342,92.36,73.34,15.322274881516588,54.62765957446809,47.980000000000004,44.71997770966843,14.79946524064171,58.91400257395061,83.77029702970297,42.541567695961994,55.195148101326595,65.436,11.533052039381154,55.42,86.68543075250726,50.146484375,53.70675453047776,64.63095238095238,82.40268623305559,83.50321695474425
ViT-L-14,commonpool_xl_clip_s13b_b90k,OpenCLIP,42.063172421459676,57.78867109801749,34.94,28.524590163934427,45.33333333333333,21.333333333333336,16.0,19.06995140693864,13.396353814989872,15.800728197422412,66.49654299984734,65.13991581059565,54.195293245218004,12.513781697905182,20.507166482910694,6.063947078280044,17.99236235909165,10.243934814572782,3.795335729455971,6.75,3.75,0.65,37.15,32.65,17.05,47.25,50.3,29.65,93.25842696629213,89.8876404494382,85.45935228023794,17.147435897435898,61.627906976744185,13.333333333333334,6.666666666666667,6.666666666666667,46.666666666666664,0.0,0.0,46.666666666666664,26.666666666666668,20.0,20.0,13.333333333333334,6.666666666666667,0.0,0.0,0.0,60.0,66.66666666666666,60.0,46.666666666666664,40.0,26.666666666666668,40.0,13.333333333333334,13.333333333333334,40.0,20.0,13.333333333333334,95.88377723970945,84.8984771573604,68.77667140825035,63.6734693877551,63.213213213213216,89.91270611057226,80.20231213872833,89.32403433476395,82.32640686238261,92.0993687639992,74.05940594059406,68.62514688601645,67.51152073732719,70.22222222222221,64.6888567293777,54.76635514018692,82.71604938271605,55.00526870389885,52.40112994350282,48.07692307692308,92.25874867444327,88.175,74.22002189729463,84.51776729559748,87.625,81.03577259840968,73.63985088985089,72.5,67.65,64.6,58.400000000000006,66.9943145589798,62.13333333333333,50.2,26.45631067961165,31.372549019607842,45.482866043613704,48.63636363636364,44.6551724137931,52.23367697594502,28.249999999999996,9.0,6.25,60.44,81.9,88.46,42.71891243502599,67.624950019992,76.98120751699321,86.4,97.4,99.2,68.88,89.98,94.24,94.8458158619388,97.98,86.19,29.80094786729858,65.26595744680851,69.38,38.25578155475063,38.62745098039216,80.0295171319994,93.55247524752475,59.786223277909734,55.98006112880255,76.39399999999999,29.535864978902953,90.42999999999999,94.24314287740343,54.437255859375,61.779242174629324,71.64682539682539,93.50827011565725,83.89010061399391
NLP-ViT-B-32,in21k_yfcc14m_gcc15m,DIME-FM,60.74857666142145,62.9212650795903,53.76,46.38944422231108,35.333333333333336,15.0,10.0,20.04746299016838,16.39432815665091,23.498815234352424,51.88117516194465,51.26611267421318,37.7696351065454,12.183020948180816,18.467475192943773,4.851157662624035,15.441206502205521,10.544641398464304,4.140459075314491,5.65,5.2,0.75,15.5,14.899999999999999,4.3999999999999995,37.7,39.65,20.5,90.0198281559815,88.83013879709188,81.69200264375414,17.147435897435898,54.18604651162791,20.0,6.666666666666667,6.666666666666667,26.666666666666668,46.666666666666664,20.0,40.0,40.0,26.666666666666668,0.0,6.666666666666667,0.0,33.33333333333333,6.666666666666667,6.666666666666667,60.0,60.0,40.0,33.33333333333333,20.0,6.666666666666667,26.666666666666668,6.666666666666667,6.666666666666667,33.33333333333333,20.0,6.666666666666667,90.98062953995158,77.91878172588832,65.8605974395448,55.10204081632652,61.86186186186187,75.55771096023278,70.23121387283237,87.52682403433477,81.53516231605413,90.45001018122582,68.9108910891089,57.226792009400704,60.82949308755761,63.44444444444445,63.67583212735166,61.49532710280374,79.62962962962963,68.28240252897787,54.66101694915254,58.65384615384615,88.97136797454931,87.80833333333332,76.0710496574133,84.41163522012579,87.80833333333334,81.08158758157128,76.33588864838865,72.45,68.85,70.45,61.75,68.7943145589798,70.03333333333335,53.7,25.485436893203882,26.225490196078432,50.200267022696934,47.27272727272727,46.206896551724135,51.546391752577314,27.250000000000004,12.0,8.75,46.92,73.74,82.3,32.71491403438625,58.228708516593365,68.76049580167933,76.8,94.1,97.5,60.5,84.18,90.58,89.98985233188435,95.48,77.69,20.0,52.819148936170215,55.00000000000001,39.45388687656729,21.924242424242426,75.69813430104593,82.59009900990098,31.63895486935867,54.41103518906723,66.502,14.486638537271448,38.84,88.54531661744846,52.9022216796875,50.02745744096651,59.58730158730159,49.2600422832981,83.52977942496254
RN50x16,openai,OpenCLIP,61.91186051561613,63.80941179959354,43.480000000000004,38.112754898040784,38.0,21.666666666666668,15.666666666666668,21.917730817041473,15.88116137744767,13.564121828584637,53.418831381273314,53.852864838927786,40.07502889921263,10.41896361631753,22.27122381477398,5.071664829106946,16.74665087404019,11.146054566247345,4.116463813102434,8.9,5.8999999999999995,1.2,22.35,23.45,9.1,35.099999999999994,40.25,19.05,91.53998678122935,88.69795109054857,83.14606741573034,15.651709401709402,52.55813953488372,26.666666666666668,26.666666666666668,20.0,26.666666666666668,26.666666666666668,13.333333333333334,33.33333333333333,26.666666666666668,20.0,13.333333333333334,6.666666666666667,0.0,40.0,0.0,0.0,46.666666666666664,53.333333333333336,20.0,26.666666666666668,33.33333333333333,20.0,33.33333333333333,0.0,0.0,46.666666666666664,13.333333333333334,13.333333333333334,93.46246973365618,81.97969543147208,69.20341394025604,63.26530612244898,65.76576576576578,80.69835111542191,75.86705202312139,86.13197424892704,81.33550247726097,88.71920179189574,65.54455445544555,60.98707403055229,62.78801843317973,64.33333333333333,63.38639652677279,61.6822429906542,84.41358024691358,63.224446786090624,53.672316384180796,43.269230769230774,90.98621420996818,88.24166666666667,76.07527371618282,84.7690251572327,87.99166666666666,80.90741206323942,76.05277176527177,70.5,68.10000000000001,73.35,58.900000000000006,66.88475026567481,74.06666666666666,53.800000000000004,29.36893203883495,27.450980392156865,49.22118380062305,50.90909090909091,46.03448275862069,50.85910652920962,28.499999999999996,11.75,7.5,55.32,78.7,86.66,35.38984406237505,60.00799680127949,70.12794882047181,85.5,97.0,98.8,65.32,87.1,91.82,89.56589613352976,81.31,52.7,24.379146919431278,52.819148936170215,41.660000000000004,50.013931457230434,27.587344028520494,71.19028419429117,90.51089108910891,39.84164687252573,55.86484453761342,70.71600000000001,23.066104078762308,68.0,89.91543229407075,62.2406005859375,67.54530477759472,63.90873015873015,72.86407163288148,83.09514404239927
