arch,pretrained,family,aro::VG_Relation,aro::VG_Attribute,aro::Flickr30k_Order,aro::COCO_Order,colorswap::text,colorswap::image,colorswap::group,crepe::atom,crepe::swap,crepe::negate,eqben::eqbenyoucook2::text,eqben::eqbenyoucook2::image,eqben::eqbenyoucook2::group,eqben::eqbengebc::text,eqben::eqbengebc::image,eqben::eqbengebc::group,eqben::eqbenag::text,eqben::eqbenag::image,eqben::eqbenag::group,eqben::eqbenkubric_loc::text,eqben::eqbenkubric_loc::image,eqben::eqbenkubric_loc::group,eqben::eqbenkubric_cnt::text,eqben::eqbenkubric_cnt::image,eqben::eqbenkubric_cnt::group,eqben::eqbenkubric_attr::text,eqben::eqbenkubric_attr::image,eqben::eqbenkubric_attr::group,eqben::eqbensd::text,eqben::eqbensd::image,eqben::eqbensd::group,imagecode::videos,imagecode::static,mmvp_vlm::Orientation and Direction::text,mmvp_vlm::Orientation and Direction::image,mmvp_vlm::Orientation and Direction::group,mmvp_vlm::Presence of Specific Features::text,mmvp_vlm::Presence of Specific Features::image,mmvp_vlm::Presence of Specific Features::group,mmvp_vlm::State and Condition::text,mmvp_vlm::State and Condition::image,mmvp_vlm::State and Condition::group,mmvp_vlm::Quantity and Count::text,mmvp_vlm::Quantity and Count::image,mmvp_vlm::Quantity and Count::group,mmvp_vlm::Positional and Relational Context::text,mmvp_vlm::Positional and Relational Context::image,mmvp_vlm::Positional and Relational Context::group,mmvp_vlm::Color and Appearance::text,mmvp_vlm::Color and Appearance::image,mmvp_vlm::Color and Appearance::group,mmvp_vlm::Structural Characteristics::text,mmvp_vlm::Structural Characteristics::image,mmvp_vlm::Structural Characteristics::group,mmvp_vlm::Texts::text,mmvp_vlm::Texts::image,mmvp_vlm::Texts::group,mmvp_vlm::Viewpoint and Perspective::text,mmvp_vlm::Viewpoint and Perspective::image,mmvp_vlm::Viewpoint and Perspective::group,sugarcrepe::replace_obj,sugarcrepe::replace_att,sugarcrepe::replace_rel,sugarcrepe::swap_obj,sugarcrepe::swap_att,sugarcrepe::add_obj,sugarcrepe::add_att,svo_probes::subj_neg,svo_probes::verb_neg,svo_probes::obj_neg,valse::existence,valse::plurals,valse::counting-hard,valse::counting-small-quant,valse::counting-adversarial,valse::relations,valse::action-replacement,valse::actant-swap,valse::coreference-standard,valse::coreference-hard,valse::foil-it,vl_checklist::Object_Location_center,vl_checklist::Object_Location_margin,vl_checklist::Object_Location_mid,vl_checklist::Object_Size_large,vl_checklist::Object_Size_medium,vl_checklist::Object_Size_small,vl_checklist::Attribute_action,vl_checklist::Attribute_color,vl_checklist::Attribute_material,vl_checklist::Attribute_size,vl_checklist::Attribute_state,vl_checklist::Relation_action,vl_checklist::Relation_spatial,whatsup::WhatsUp_A,whatsup::WhatsUp_B,whatsup::COCO_QA_ONE,whatsup::COCO_QA_TWO,whatsup::VG_QA_ONE,whatsup::VG_QA_TWO,winoground::text,winoground::image,winoground::group,coco_karpathy::i2t/R@1,coco_karpathy::i2t/R@5,coco_karpathy::i2t/R@10,coco_karpathy::t2i/R@1,coco_karpathy::t2i/R@5,coco_karpathy::t2i/R@10,flickr30k::i2t/R@1,flickr30k::i2t/R@5,flickr30k::i2t/R@10,flickr30k::t2i/R@1,flickr30k::t2i/R@5,flickr30k::t2i/R@10,elevator::caltech101,elevator::cifar10,elevator::cifar100,elevator::country211,elevator::dtd,elevator::eurosat-clip,elevator::fer2013,elevator::fgvc-aircraft-2013b,elevator::flower102,elevator::food101,elevator::gtsrb,elevator::hateful-memes,elevator::imagenet-1k,elevator::kitti-distance,elevator::mnist,elevator::oxford-iiit-pets,elevator::patchcamelyon,elevator::rendered-sst2,elevator::resisc45-clip,elevator::stanfordcar,elevator::voc2007classification
ViT-B-16,commonpool_l_image_s1b_b8k,OpenCLIP,44.61050220130155,54.38088567252736,28.58,21.787285085965614,39.666666666666664,10.0,7.000000000000001,15.024296530681433,10.50641458474004,13.17690573888921,58.00780824009247,53.0327815219525,42.393509127789045,11.245865490628445,14.22271223814774,4.02425578831312,12.056853455317759,8.99107580460709,2.351025159287698,7.7,4.55,1.0,22.55,14.099999999999998,6.2,44.2,46.300000000000004,27.0,87.64044943820225,90.28420356906808,81.16325181758096,14.102564102564102,51.627906976744185,20.0,6.666666666666667,6.666666666666667,13.333333333333334,13.333333333333334,0.0,33.33333333333333,33.33333333333333,26.666666666666668,20.0,13.333333333333334,6.666666666666667,13.333333333333334,6.666666666666667,0.0,80.0,40.0,40.0,6.666666666666667,26.666666666666668,6.666666666666667,20.0,20.0,6.666666666666667,20.0,6.666666666666667,0.0,92.37288135593221,80.0761421319797,61.16642958748222,56.734693877551024,58.408408408408405,81.66828322017459,72.54335260115607,84.22746781115879,75.8929231679361,90.18529830991652,72.87128712871286,59.57696827262045,57.373271889400925,61.44444444444444,56.295224312590456,51.96261682242991,70.67901234567901,57.112750263435196,50.847457627118644,47.11538461538461,87.38069989395547,85.39166666666665,70.25019366155729,80.8061320754717,84.59999999999998,76.8175242484845,70.39877946127946,67.1,69.8,62.5,58.3,60.63708820403825,53.300000000000004,43.0,24.029126213592235,30.14705882352941,44.503782821539836,46.590909090909086,44.48275862068966,48.10996563573883,24.75,9.0,6.75,43.3,68.82,79.02,29.0843662534986,54.55817672930828,66.25749700119952,68.7,88.3,92.7,51.58,79.08,87.04,88.41976508837638,93.2,70.32000000000001,13.080568720379146,41.755319148936174,34.2,26.246865422123157,7.231729055258468,48.60347780086887,77.96435643564357,25.13064133016627,55.19274775567682,57.182,38.25597749648382,22.14,78.0091921925749,51.1138916015625,49.9176276771005,51.92460317460318,66.29772416366123,82.70945081653659
ViT-B-16,commonpool_l_basic_s1b_b8k,OpenCLIP,45.08143402991152,53.82248699103592,29.62,21.09956017592963,40.666666666666664,12.0,7.666666666666666,14.36320488190756,11.910871033085753,15.026296018031553,56.206242229928684,51.54310890095749,40.308403672926346,11.411245865490628,14.66372657111356,3.7486218302094816,10.481334749223983,9.511313510864237,2.3699150465610197,8.15,4.3999999999999995,1.0,22.15,14.7,5.8500000000000005,42.449999999999996,47.949999999999996,27.35,84.60013218770655,86.9795109054858,76.53668208856577,14.476495726495727,51.3953488372093,6.666666666666667,6.666666666666667,6.666666666666667,33.33333333333333,20.0,6.666666666666667,40.0,26.666666666666668,20.0,13.333333333333334,6.666666666666667,0.0,6.666666666666667,0.0,0.0,66.66666666666666,46.666666666666664,46.666666666666664,33.33333333333333,13.333333333333334,13.333333333333334,6.666666666666667,20.0,6.666666666666667,20.0,13.333333333333334,6.666666666666667,90.61743341404357,78.55329949238579,60.66856330014224,56.326530612244895,57.20720720720721,83.31716779825412,73.26589595375722,84.71030042918454,75.43444501959624,89.53369985746284,69.5049504950495,61.69212690951822,59.907834101382484,62.0,57.16353111432706,53.83177570093458,71.14197530864197,53.63540569020021,51.69491525423729,44.230769230769226,83.881230116649,84.64999999999999,69.89578830260648,81.03223270440252,84.75,78.15011391009314,71.631253006253,67.95000000000002,67.44999999999999,64.80000000000001,60.75,61.54665249734325,55.333333333333336,47.199999999999996,26.45631067961165,26.225490196078432,39.56386292834891,47.27272727272727,44.13793103448276,42.2680412371134,27.500000000000004,9.25,5.75,43.0,68.42,78.22,28.600559776089565,54.1063574570172,65.3858456617353,67.8,87.9,93.3,52.48,78.78,86.74,83.17686200491866,82.86,52.400000000000006,11.71563981042654,41.808510638297875,38.98,10.727222067428253,4.74331550802139,43.44924801981874,74.63366336633663,20.197941409342835,52.345937815045374,51.576,33.755274261603375,28.13,69.0426738457716,52.8564453125,53.81658429434377,48.535714285714285,72.18007710483771,81.17606801819022
CLIP_ViT-B-16,syn32m,Scaling,59.666402039955905,55.21860215056899,26.779999999999998,20.295881647341062,35.66666666666667,13.333333333333334,9.0,14.81523335970166,11.843349088453747,6.998786337629313,40.61811598944361,37.632227529499005,25.34624528343039,11.521499448732083,15.87651598676957,4.740904079382579,11.796479333442248,11.801584708380984,3.5609990197680115,7.199999999999999,5.0,1.0999999999999999,18.65,14.45,5.2,42.699999999999996,50.349999999999994,27.650000000000002,89.0284203569068,90.21810971579643,83.34434897554527,12.713675213675213,50.0,20.0,6.666666666666667,0.0,26.666666666666668,13.333333333333334,6.666666666666667,33.33333333333333,13.333333333333334,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,40.0,6.666666666666667,0.0,66.66666666666666,46.666666666666664,40.0,26.666666666666668,33.33333333333333,26.666666666666668,0.0,6.666666666666667,0.0,20.0,13.333333333333334,6.666666666666667,90.07263922518159,77.53807106598984,65.07823613086771,54.69387755102041,62.612612612612615,78.56450048496605,75.43352601156069,82.2156652360515,75.54536715225912,86.92730604764813,61.18811881188119,58.28437132784959,55.875576036866356,59.333333333333336,54.70332850940666,61.12149532710281,69.29012345679013,59.11485774499473,45.76271186440678,46.15384615384615,83.03287380699894,84.58333333333333,71.0282881260154,80.39386792452831,84.61666666666667,76.42912898025617,72.58260582010583,63.85,55.300000000000004,65.25,52.3,58.336928799149845,64.63333333333333,48.6,25.24271844660194,26.96078431372549,49.17668001780151,48.86363636363637,45.775862068965516,49.828178694158076,28.000000000000004,10.0,6.5,37.7,61.94,72.38,23.534586165533785,46.79328268692523,58.8484606157537,65.4,89.1,94.7,47.96,74.86,83.0,74.93737631218441,33.269999999999996,18.310000000000002,7.345971563981042,30.26595744680851,15.120000000000001,35.664530509891335,4.540106951871658,29.929231457919812,54.2930693069307,8.471892319873318,53.73413771583109,43.75,31.223628691983123,20.36,65.40247780295107,51.959228515625,50.0823723228995,35.210317460317455,58.87327446834971,81.27541697830593
CLIP_ViT-B-16,real16m,Scaling,50.28414105070147,53.44585684514376,33.839999999999996,30.83966413434626,35.66666666666667,10.0,6.333333333333334,14.1993445587072,13.409858203916272,16.419118072010633,45.48627014765862,45.320508626142335,32.13592444764335,9.922822491730981,14.608599779492835,3.197353914002205,11.481988237216141,10.497671949027938,3.2225126613298483,7.85,5.45,1.6500000000000001,20.1,17.45,6.550000000000001,41.8,46.6,26.25,85.12888301387972,87.11169861202907,77.32980832782552,14.529914529914532,45.11627906976744,0.0,0.0,0.0,13.333333333333334,6.666666666666667,6.666666666666667,46.666666666666664,33.33333333333333,20.0,6.666666666666667,6.666666666666667,0.0,13.333333333333334,0.0,0.0,60.0,40.0,33.33333333333333,26.666666666666668,40.0,20.0,26.666666666666668,20.0,13.333333333333334,20.0,40.0,13.333333333333334,88.25665859564165,75.88832487309645,60.31294452347083,57.55102040816327,56.006006006006004,75.16973811833172,72.6878612716763,83.02038626609442,76.09258300672927,89.79841172877214,54.25742574257426,58.63689776733255,52.53456221198156,56.111111111111114,54.99276410998553,55.140186915887845,64.35185185185185,63.32982086406744,50.1412429378531,50.0,83.45705196182396,84.15833333333333,67.59296696569425,78.7882075471698,83.13333333333334,74.41460116249799,66.60309042809043,65.85,65.35000000000001,62.7,58.75,62.10919234856536,61.333333333333336,50.0,25.24271844660194,26.47058823529412,48.64263462394304,48.40909090909091,43.70689655172414,50.171821305841924,23.75,6.75,5.25,35.16,60.58,72.06,23.026789284286284,46.30547780887645,58.04478208716513,61.6,84.6,92.0,44.04,72.08,80.56,81.63405746320468,85.25,58.15,7.398104265402844,30.425531914893618,41.06,33.296182780718866,5.0855614973262036,41.128445902182655,62.93861386138614,27.980997624703086,50.23923444976077,43.766,20.675105485232066,31.509999999999998,61.82683927376221,50.323486328125,49.80779791323449,39.41269841269841,60.72627782614103,78.33777487452124
ViT-L-SLIP,yfcc15m,SLIP,54.318347010465345,57.42916255817638,24.4,22.762894842063176,24.333333333333336,10.666666666666668,5.666666666666666,18.199796587184995,14.490209318028361,7.605617522972895,45.37939758773365,44.76433510000218,31.091190647560467,10.363836824696802,15.766262403528113,3.693495038588754,12.129349779447802,9.35355742525731,3.1015152752818165,8.95,7.3,1.7999999999999998,10.35,10.9,2.65,25.900000000000002,31.05,12.9,85.261070720423,83.47653668208856,73.95902181097158,14.957264957264957,38.372093023255815,13.333333333333334,6.666666666666667,6.666666666666667,33.33333333333333,6.666666666666667,6.666666666666667,26.666666666666668,26.666666666666668,20.0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,13.333333333333334,0.0,60.0,53.333333333333336,46.666666666666664,26.666666666666668,6.666666666666667,6.666666666666667,13.333333333333334,0.0,0.0,13.333333333333334,26.666666666666668,13.333333333333334,88.9225181598063,75.1269035532995,63.5846372688478,60.40816326530612,60.66066066066066,74.97575169738118,72.83236994219652,81.06223175965665,74.22169636914886,88.45448992058644,64.55445544554456,60.39952996474736,53.3410138248848,56.99999999999999,52.243125904486256,61.12149532710281,66.66666666666666,54.05690200210748,52.68361581920904,62.5,87.91092258748674,84.8,74.62198971062608,81.78710691823899,84.99166666666666,80.09817355018865,74.70443121693121,72.5,67.85000000000001,67.05,55.2,62.333953241232734,69.1,53.6,28.398058252427184,29.901960784313726,42.41210502892746,47.04545454545455,47.1551724137931,44.67353951890035,25.5,7.000000000000001,4.0,35.2,61.26,72.96,23.51859256297481,47.033186725309875,58.32866853258697,62.6,87.2,93.0,42.24,70.06,78.86,78.0727971209902,89.8,57.85,14.170616113744074,29.414893617021278,33.96,31.680133741989415,9.459001782531194,59.867781375969685,69.71485148514851,8.060174188440222,54.39743323038518,48.158,28.551336146272853,15.68,41.41922128554816,50.433349609375,49.80779791323449,45.948412698412696,8.85462007213033,79.29164153644047
CLIP_ViT-B-16,syn64m,Scaling,53.52480579920793,57.52327092804997,25.759999999999998,19.89204318272691,37.333333333333336,14.666666666666666,10.0,14.939541191095037,11.64078325455773,7.674969658440734,41.96601888808916,38.36288686776157,25.780278741084867,11.63175303197354,15.214994487320837,4.410143329658213,10.91222839405326,10.418028099983664,3.0269768011762785,9.3,5.1499999999999995,1.2,20.75,13.900000000000002,5.949999999999999,43.0,51.9,28.349999999999998,91.14342366159947,92.53139458030402,86.1202908129544,13.354700854700855,50.23255813953489,20.0,13.333333333333334,0.0,20.0,26.666666666666668,6.666666666666667,73.33333333333333,33.33333333333333,20.0,0.0,6.666666666666667,0.0,20.0,13.333333333333334,6.666666666666667,66.66666666666666,26.666666666666668,26.666666666666668,33.33333333333333,33.33333333333333,13.333333333333334,13.333333333333334,0.0,0.0,20.0,20.0,6.666666666666667,90.31476997578693,80.45685279187818,62.37553342816501,59.183673469387756,59.15915915915916,80.31037827352085,78.75722543352602,83.10085836909872,76.28484803667826,87.43636733862758,61.386138613861384,63.80728554641598,55.99078341013824,59.66666666666667,59.189580318379164,58.504672897196265,71.14197530864197,56.05900948366702,51.12994350282486,45.19230769230769,84.51749734888652,84.95,71.22427538791176,81.07704402515724,84.45833333333333,75.74251601587359,71.16189273689274,63.65,57.5,62.9,53.9,57.78692879914985,61.23333333333333,41.199999999999996,24.271844660194176,31.127450980392158,44.68179795282599,46.81818181818182,45.08620689655172,51.890034364261176,24.0,6.0,3.75,42.44,66.76,77.14,26.545381847261094,50.699720111955216,62.31107556977209,73.3,91.5,96.1,52.78,79.0,86.08,79.01317175887034,44.07,20.880000000000003,8.563981042654028,37.92553191489362,15.76,29.033156868208415,8.037433155080214,35.75316890639543,59.86138613861386,12.494061757719715,54.7494839256853,48.038,39.24050632911392,13.94,71.05835415120384,54.400634765625,53.102690829214716,38.30555555555556,62.8653152592961,82.18596734960947
ViT-S-SLIP,yfcc15m,SLIP,59.50692385319305,55.28660161759104,25.3,22.994802079168334,28.000000000000004,17.0,10.666666666666668,17.482201378686856,13.585415259959488,9.801768479454429,40.67046173308032,40.64210778861044,26.580732404196382,10.859977949283351,15.490628445424475,3.693495038588754,10.92090753144911,11.48351984969776,3.52628247018461,6.550000000000001,9.45,1.55,8.1,12.55,1.95,28.999999999999996,45.35,19.400000000000002,73.09980171844018,79.70918704560475,62.656972901520156,13.942307692307693,38.372093023255815,6.666666666666667,13.333333333333334,0.0,6.666666666666667,6.666666666666667,0.0,26.666666666666668,20.0,13.333333333333334,6.666666666666667,6.666666666666667,0.0,13.333333333333334,6.666666666666667,0.0,53.333333333333336,53.333333333333336,40.0,20.0,0.0,0.0,0.0,6.666666666666667,0.0,26.666666666666668,0.0,0.0,85.77481840193705,76.39593908629442,66.57183499288763,61.224489795918366,61.111111111111114,73.22987390882638,69.21965317919076,80.6598712446352,74.32522369296754,88.18977804927714,61.98019801980198,61.457109283196246,54.377880184331794,54.888888888888886,55.137481910274964,59.813084112149525,68.67283950617285,58.58798735511064,52.96610169491526,51.92307692307693,84.19936373276776,83.39999999999999,71.8695398036307,80.52091194968553,83.83333333333333,77.71573269192632,70.31666666666666,67.95,64.05000000000001,70.4,53.95,62.26232731137088,66.3,57.099999999999994,27.669902912621357,26.96078431372549,42.501112594570536,51.13636363636363,47.41379310344828,49.828178694158076,22.75,12.0,7.5,29.0,54.86,67.34,19.712115153938424,42.44702119152339,53.91043582566973,53.4,81.1,90.2,36.16,63.62,73.9,66.70765212054388,69.16,40.56,8.549763033175356,27.02127659574468,20.5,30.008358874338253,5.327985739750445,55.50459771833859,53.06534653465347,12.22486144101346,51.2697828487302,40.056000000000004,44.44444444444444,7.13,33.32675825950801,60.44921875,49.75288303130148,22.404761904761905,4.763089168013929,78.18568799755204
ViT-L-CLIP,yfcc15m,SLIP,58.213072694891224,57.822929903128006,20.64,17.181127548980406,27.333333333333332,10.0,6.0,16.018759181828454,13.544902093180283,9.408773045136682,43.04128770529346,39.54502824489084,27.579663678597132,10.308710033076075,13.891951488423373,3.3627342888643876,12.469367750367587,9.166190165005718,3.171458911942493,9.4,6.75,2.1,11.65,10.05,2.9000000000000004,32.0,37.85,18.9,76.93324520819563,78.12293456708525,66.09385327164574,14.102564102564102,37.67441860465116,20.0,6.666666666666667,6.666666666666667,6.666666666666667,13.333333333333334,0.0,33.33333333333333,40.0,26.666666666666668,6.666666666666667,13.333333333333334,6.666666666666667,26.666666666666668,0.0,0.0,46.666666666666664,60.0,26.666666666666668,13.333333333333334,20.0,13.333333333333334,13.333333333333334,0.0,0.0,20.0,20.0,13.333333333333334,87.953995157385,74.49238578680203,63.086770981507826,62.44897959183674,59.45945945945946,74.83026188166828,71.24277456647398,80.76716738197425,72.44694224654292,87.33455508043168,65.54455445544555,62.98472385428907,54.14746543778802,57.55555555555556,54.99276410998553,64.11214953271028,66.66666666666666,57.63962065331928,50.706214689265536,59.61538461538461,85.04772004241782,84.61666666666667,74.20042146405783,81.37122641509434,84.38333333333334,79.12281395507831,73.65300024050023,70.8,69.54999999999998,67.0,55.2,62.94994686503719,68.0,52.400000000000006,28.398058252427184,30.88235294117647,49.354695149087675,49.09090909090909,46.810344827586206,48.10996563573883,19.5,8.5,5.0,28.36,53.4,64.82,19.192323070771693,40.57576969212315,51.787285085965614,51.3,80.6,88.6,35.24,62.14,71.98,63.2499316393922,74.68,39.87,12.393364928909953,20.585106382978722,24.02,21.844524937308442,5.757575757575758,55.04835309622097,60.43564356435643,5.368171021377672,53.42129266614391,40.156,31.223628691983123,7.920000000000001,27.751433533457664,53.4423828125,50.0823723228995,28.15079365079365,6.790200223852755,78.93720658757954
CLIP_ViT-B-16,synreal8m,Scaling,55.149976449491284,55.348861612980386,26.72,21.57936825269892,37.666666666666664,11.666666666666666,8.666666666666668,13.233133687422308,10.263335584064821,13.17690573888921,42.42186307225894,43.361905385068376,29.597155881262406,11.245865490628445,16.262403528114664,4.575523704520397,6.635966345368403,9.696128083646464,1.757780591406633,10.100000000000001,6.05,1.3,19.55,15.1,6.45,41.9,50.4,27.05,84.13747521480502,85.9881031064111,75.34699272967615,13.194444444444445,43.48837209302325,6.666666666666667,6.666666666666667,0.0,13.333333333333334,13.333333333333334,0.0,33.33333333333333,26.666666666666668,20.0,0.0,13.333333333333334,0.0,26.666666666666668,13.333333333333334,13.333333333333334,60.0,53.333333333333336,46.666666666666664,13.333333333333334,26.666666666666668,13.333333333333334,26.666666666666668,0.0,0.0,20.0,26.666666666666668,13.333333333333334,86.2590799031477,76.77664974619289,58.03698435277382,55.10204081632652,57.35735735735735,73.03588748787585,73.98843930635837,81.67918454935622,74.71714856170968,88.3119527591122,57.62376237623762,59.811985898942424,51.843317972350235,56.55555555555556,60.781476121562946,59.439252336448604,64.19753086419753,61.74920969441517,48.44632768361582,52.88461538461539,84.30540827147401,84.06666666666666,71.1491046831956,80.40393081761006,83.825,74.96892104347098,71.10566378066379,66.9,65.35000000000001,61.099999999999994,58.24999999999999,58.9308182784272,58.13333333333333,48.5,26.21359223300971,27.205882352941174,46.19492656875834,50.227272727272734,46.63793103448276,49.828178694158076,23.25,9.25,5.5,32.66,58.28,70.12,20.53578568572571,43.58656537385046,55.68572570971612,57.4,84.2,91.4,42.6,68.8,78.44,78.57221981772872,82.94,53.14,6.521327014218009,29.734042553191493,30.94,28.420172750069657,4.95632798573975,30.907340891610474,54.50693069306931,14.528899445764054,52.450752908418806,40.726,26.582278481012654,16.470000000000002,61.38872357353765,50.3173828125,50.85118066996156,41.035714285714285,57.3187414500684,78.40247962064771
DeFILIP_ViT-B-32,yfcc15m,DeCLIP,53.94773249809382,57.11086901094711,19.74,18.728508596561376,31.333333333333336,15.0,9.666666666666666,16.58379477907108,12.464550979068196,12.205975842339479,45.46664049379485,41.72610089642086,29.994111103840872,8.04851157662624,13.947078280044101,2.7563395810363835,9.246855089037739,9.949865218101618,2.5935304688776344,6.950000000000001,6.5,1.0,8.3,13.950000000000001,3.45,23.7,33.300000000000004,12.45,76.60277594183741,77.92465300727032,64.77197620621283,15.01068376068376,39.06976744186046,6.666666666666667,6.666666666666667,6.666666666666667,13.333333333333334,13.333333333333334,6.666666666666667,20.0,40.0,20.0,6.666666666666667,6.666666666666667,0.0,6.666666666666667,6.666666666666667,0.0,53.333333333333336,53.333333333333336,26.666666666666668,20.0,33.33333333333333,13.333333333333334,13.333333333333334,6.666666666666667,6.666666666666667,13.333333333333334,13.333333333333334,0.0,86.2590799031477,73.22335025380711,65.43385490753911,60.0,62.312312312312315,69.59262851600388,66.90751445086705,77.84334763948499,73.40087258744362,88.7599266951741,65.94059405940594,61.104582843713274,54.723502304147466,57.666666666666664,56.150506512301014,60.747663551401864,65.12345679012346,59.957850368809275,50.282485875706215,50.0,83.45705196182396,81.925,70.4472063290245,77.94088050314464,81.75,76.71636365362247,70.92834896584897,69.2,59.349999999999994,63.65,55.25,62.79994686503719,64.0,51.800000000000004,27.427184466019416,30.14705882352941,50.467289719626166,52.5,48.706896551724135,48.45360824742268,24.75,9.75,6.0,30.04,56.04,68.24,19.760095961615352,42.47101159536186,54.23830467812875,51.2,80.1,88.8,34.88,63.32,74.1,72.1483141049606,85.61,59.77,9.14218009478673,29.627659574468083,26.119999999999997,10.030649205906938,2.8877005347593583,63.28017234775744,53.86930693069307,8.368962787015043,48.44857659502968,44.166,28.83263009845288,8.38,38.70474741903314,50.5035400390625,49.9725425590335,28.253968253968253,4.2283298097251585,78.70800483772334
CLIP_ViT-B-16,synthci30m,SynthCLIP,57.96301972441493,57.70572796493178,25.040000000000003,19.932027189124348,33.33333333333333,18.0,12.0,14.916939767205333,13.558406482106685,12.211755186961797,37.58642500381688,39.784946236559136,25.26772666797531,11.025358324145534,14.112458654906284,3.8037486218302092,15.58313592550237,12.347859826825681,4.680097206338833,5.050000000000001,3.8,0.25,11.799999999999999,9.049999999999999,2.7,34.949999999999996,47.9,23.65,81.89028420356907,86.31857237276932,75.01652346331791,14.262820512820513,42.7906976744186,6.666666666666667,6.666666666666667,0.0,6.666666666666667,6.666666666666667,0.0,20.0,6.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0,0.0,60.0,46.666666666666664,33.33333333333333,46.666666666666664,26.666666666666668,20.0,13.333333333333334,0.0,0.0,6.666666666666667,0.0,0.0,87.28813559322035,75.1269035532995,66.50071123755335,60.0,60.51051051051051,72.93889427740058,73.84393063583815,83.34227467811158,75.92250240331288,86.54041946650378,52.475247524752476,59.929494712103406,52.995391705069125,57.77777777777777,46.164978292329955,59.25233644859813,70.98765432098766,58.79873551106428,52.259887005649716,49.03846153846153,83.98727465535525,80.30833333333332,71.36135127498763,76.05000000000001,79.71666666666668,74.7791462595078,70.40863997113998,56.75,57.25,65.7,51.05,57.046174282678,58.166666666666664,45.6,25.24271844660194,25.98039215686275,48.37561192701379,50.45454545454545,46.98275862068966,48.797250859106526,22.25,8.75,5.25,32.88,57.96,68.8,20.69972011195522,43.65453818472611,55.529788084766096,65.2,88.2,93.1,46.38,72.72,81.94,65.08910554963519,46.98,21.9,4.720379146919431,21.27659574468085,22.24,28.97743103928671,4.331550802139038,23.25816601840041,24.099009900990097,6.389548693586698,54.52945224112272,30.232,26.160337552742618,9.34,28.187567283594156,50.177001953125,49.69796814936848,33.45634920634921,3.444845168511379,75.26765619519931
